BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,TotalDistanceM
47.4,20,2.9,6893,-7.6,135
55.6,9.5,-0.3,2872,-4,191.2
71.6,14.8,-2,3190,1.2,254.2
56.8,5.6,-2.2,2280,-36.2,167.1
60.5,12.2,-3.6,5100,-4.3,191.1
64.5,16.7,-1.3,3810,-1,216.7
27.1,30,1.4,6170,6.4,66.5
59.6,14.9,2.2,4150,13.1,191.7
71.3,6.9,3,4490,15,227.4
63,9.4,7,2450,5.9,223.7
66.7,12.6,3.3,2777,-15.6,236
47.2,15.4,-4.7,6418,6.2,135.5
73.6,16.5,-1.2,2156,-11.8,281.2
83.2,10.1,2.3,2370,-3.1,315.6
20.2,28.9,-1.7,5376,-0.7,43
68.5,7.1,0.7,1800,-13.6,239.4
51.1,19.8,1.1,7662,-2.8,144
57,9,-7.1,4528,-7.2,184
58.3,12.3,0.5,2570,-7.7,209.8
62.3,11,6.1,3780,20.7,203.8
52.9,11.1,-3.8,3130,7.3,181.6
63.8,13.2,4.4,2600,-16.4,228.4
51.9,11.7,-4.1,2720,-12,179.6
70.6,13.5,-1.1,2872,-2.1,256.3
68.3,8.6,1.1,1930,-42.5,222.7
70.7,4.9,0.4,2050,-15.9,242.1
74.1,11.7,1.6,3665,5.3,257.3
66.9,14.2,2.7,2050,-23.2,241.7
63.3,17,7.8,3787,4.9,215.1
72.3,7.3,-3.5,1720,7.3,262.1
59.1,10.2,-1.8,4577,14.2,188.4
66.2,7.3,-0.4,1630,-6.6,220.5
65.9,10.3,-1.1,2008,-14.5,241.2
65.6,9,2.8,1825,-12.9,238.4
56.8,6.1,-5.7,2470,-37.8,170.2
55.4,7.9,5.5,3100,18.9,184.3
44.7,25.7,1,8740,-1.4,118.1
30.2,0.9,-5.9,1330,-80.1,41.1
53.2,24.1,-2.3,5830,-8.1,154.6
55.2,6.7,2.4,2660,-7,183
57.8,5.1,0.6,2030,-7,181.2
57.6,10,3.3,3100,-15.7,199.3
65.3,10.6,-1.5,2850,3.6,234.6
46.4,0.9,-9,2590,-65.7,65.7
36.5,19.2,6.9,2659,3,116.3
63.3,14.7,2.8,3310,-16.7,224.3
66.7,12.4,1,2510,-31.3,239.6
53.5,25.1,0.1,6850,10.7,148.3
49.8,6.8,-10.4,2340,-27.1,145.2
37.3,30.4,3.7,5580,8.5,102.9
58.2,13.8,0.9,3610,8.5,197.6
74.8,14.3,-0.9,3385,-6.1,262.8
66.7,10,2,3361,8,228.3
69.5,12.1,2.1,2250,-12,263.1
66.1,8.3,3,1990,-3.5,237.7
43,22.9,1.7,8540,-5.4,117.8
52.1,18,-1.6,6330,1.9,149.7
62.9,15.8,7.8,5517,15.6,189
49.3,17.8,0.6,2943,3.9,170.7
22.6,16,3.9,7619,3.8,43.6
67.9,13.4,4.6,1580,-6.4,252.1
21.5,30.8,-0.4,6043,2.5,46.5
42.7,19.8,4.7,4270,16.9,132.9
56.4,12.1,-2.6,3155,-2.1,198.3
64.3,6.6,-8.3,2773,-9.8,226
66.5,13.9,3.5,2340,7.9,242.7
56.9,0.2,-2.2,1230,-77.6,64.2
41.6,24.7,3.2,6492,0,118
72.4,15.6,0.7,2740,-5.3,264.1
62.8,12.2,-1.7,3310,-12.1,222.5
14.6,27.8,-15.5,6604,-13.9,22.3
62,16.3,0.8,3310,-11,212.2
60.2,15.1,-0.9,4140,9.6,201.3
71.5,15.7,-0.3,3340,-5.7,249.5
58.5,20.4,0.8,4024,-3.3,187.3
76.8,9.6,-4.7,1940,-10.4,292.6
72.6,11,-3.3,2680,3.1,262.6
52.6,6.3,1.5,4643,26,148
54.5,10.2,1.2,3940,11.7,180.6
50.5,10.9,-8.3,4140,-16.2,162.3
58.5,17.4,-1.5,3626,-5.8,200.9
73.1,18.1,1.2,3720,-9.5,240.9
65.4,13.1,4.4,3380,-1.2,225.5
54.2,4.9,-4.1,2490,-40.8,148
74,14,0.3,3950,-7.6,243.2
72,12.6,0.3,2650,2.2,270.1
63.7,6.6,-1,1810,-6.4,216.2
63.9,10.6,0.8,2630,-22.5,297.5
64.4,13.4,2,2870,-1.8,236.8
66.4,11.9,3,1930,-11.6,251.6
62.3,12.2,-2.3,2796,-25.7,221.3
67.4,14.8,-2.2,3834,-1.8,229
67.1,13.2,3.6,2860,-0.3,247.7
67.1,10,0.3,2561,-39.8,227.3
60.2,19.3,3.6,3830,6.9,198.1
66.2,8.6,-2.6,2740,-0.4,238.6
65.7,14.4,2.6,2280,-13,239.2
65,13.2,4.5,3194,1.9,226.4
36.7,21.4,-2.8,7717,14.1,98.8
63,0.9,-0.6,1410,-10.9,116.9
62.5,11.5,-4.2,3470,18.6,213
67.1,9.6,0.6,3172,17.6,229.1
49.2,15.9,1.9,5300,0.4,150
54.8,16.6,6.4,4328,4.5,179
31.1,21.7,-3.2,4560,0.7,86
57,11.9,-3,3410,-5.3,205.3
31.6,19.8,-4.6,3517,-1.6,90.4
60.7,4.1,-2.3,3222,-1.8,189.3
49.5,12.4,-1,2790,7.6,169.6
15.6,27.1,4.1,4250,8.4,28.4
54.1,5.8,2.1,2550,21.4,164.4
63.7,13.6,1.3,3500,6,221.9
62.6,5.3,-2.9,1870,-1.5,206.2
46.5,16.7,-5.6,3970,-4.6,150.9
42.5,18.4,-3.5,3910,11,131.4
60.1,9.8,1.6,2450,12.4,210.3
70.3,10.2,5.3,3620,13.6,238.1
55.6,13.9,-3.1,2600,-9.3,191.3
72.9,12.5,2.3,3340,3.7,257.2
74.6,15.6,2.3,2346,-5.5,282.2
67.5,4.5,1,1650,-12.8,218.3
55.4,13.3,-3.9,3470,-9.5,191
58.9,15.3,-1.1,4200,3.1,195.3
49.7,12.8,10.8,4790,17.5,155.6
42.8,9.1,1.9,2030,12.6,128.9
67.5,14.6,3.1,3632,10.8,227.9
15.8,27.4,2.5,3700,0.8,30
33.8,18.2,6.8,3420,16.9,97.1
65.8,13.4,4.5,2480,-20.5,236.9
69,14.7,2.5,3360,12.6,243.8
54.1,23.7,-3.4,5710,-19.6,158.8
63.5,21.5,-7.4,5451,-12.2,185.9
40.6,28.7,-1.4,9190,-2.9,99.2
50,14.9,2.2,3361,3.8,169
63,7.1,3.8,3790,26.4,197.7
70.5,6.7,3.9,1700,-6.3,253.4
63,17.7,-0.7,4140,5.6,205.5
61.3,17.5,1.1,4120,-4.8,203
64.6,10.2,2.4,2530,-25.5,230
12.2,29.3,-3.6,3660,-1.7,18.6
59.9,13.2,7.9,2990,0.4,207.7
73.1,9.4,1.2,1537,-4.5,276.8
61,18.6,-0.3,5520,2.1,183.7
71.4,11.9,2.3,2499,-0.3,268
70.1,15.4,3.3,3280,5.6,248.9
48.8,10.6,-4.4,3744,2.9,149.6
57.4,15.3,1.7,5800,-6.7,174.4
55.3,15.3,3.6,3560,0.6,190.5
61.6,12.8,7.3,3096,1.3,220.2
74.6,14.7,-2.2,3400,5.3,261.4
66.6,4.6,-0.4,1720,-60,166
28.2,39.2,-25.9,6180,-21,65.6
20.7,32,4.8,2490,6.9,50.1
58.1,13.8,5.4,1894,1,217
49,7.3,6,1970,14.4,137.1
63.2,15.1,-6,3120,6.7,227.8
65,8.9,1.4,2030,-19.4,227.9
56.1,20,-2.1,4880,-2.1,173.5
64.4,12.1,1.4,4470,7.7,208.6
66,8.6,6.7,1560,-1.7,240
66,8.4,-0.5,2270,-14.2,238.7
73.1,16.3,-1.9,3010,-14.8,260.9
58.2,15.8,-1.4,4280,11.4,185.2
61.4,15.5,2.1,2764,-25.4,221.6
45.9,7.4,7.3,1610,5,135.1
55.5,21,5.5,3840,13.7,178.7
53,17.4,-1.5,5890,1,155.2
30.4,21.2,5.7,4130,-0.8,82.6
76.5,11.4,-3.8,2520,-12.7,287.3
67.3,11.4,4.1,3949,6,223.6
56.1,4.3,1.1,3728,-2.7,179.9
58.2,16.9,1.4,3610,-11.1,200.2
64.3,13.5,-2.8,2930,1,235.9
62.3,6.2,-0.5,2150,10.2,208.6
49.2,27.8,11.6,8060,10.8,130.4
42,14.2,12,2970,34.4,129.7
65.1,13.1,-0.7,2680,-18.6,239.5
11.5,31.1,-1.2,3581,1.7,16.8
52.2,18.7,13,3115,20.3,179.5
29.9,43.9,-24.9,6510,-19.1,64.1
52.3,18.1,1.9,6410,6.4,154
64.3,5,-9.8,1480,-21.2,201.8
51,19.3,1.8,5623,-9,155.4
72.6,12.1,-1.7,2392,-3.1,271.5
67,12.5,2.3,2600,-2.5,251.2
67.5,10.6,4.6,2260,-4.3,246.5
45.8,23.1,0,7600,-1,126
49.2,8.8,-11,2970,-77.3,121
51.1,11.2,-2.8,3960,-7.4,165.8
67.6,8,1.9,2946,-6.2,233.7
32.1,12.2,-8.7,3450,-22.6,84.8
37.8,1.2,14.3,2020,84.7,57.6
22.8,23.9,5.1,2326,6.3,58.7
72.6,9.1,4,2520,3.2,269.1
67.7,12.6,1.9,2370,-0.6,257.1
70.3,16.4,-1.3,2870,-7.7,247.8
73.1,17.1,-0.7,3750,-8.7,242.3
73.2,14.9,8.8,2610,-4.9,270.1
71.2,14.7,10.3,2780,-0.5,259.5
48.5,17,-4.7,3360,8.2,164.3
63.3,9.7,1.3,2862,-21.4,223.3
54.8,22.7,2.7,6438,13.8,157.2
51.3,9.3,-1.1,1700,-15.8,168
60.6,7.5,-7.7,2100,-11.5,206.3
61.8,12.3,-2.5,3225,2.2,219.3
36.6,12.8,-16.5,9401,2.1,56.2
66.5,12.3,-0.2,2040,0.2,251.5
60.6,2.2,-7,1160,-14.8,138.1
68.7,12.6,-3.6,2490,-8.1,256.7
58.3,15.4,-0.1,2900,-4.1,210.1
65.9,16.5,3.6,2790,1.2,235.8
72.6,11.8,-1.9,2710,0.7,266.7
58.1,13.2,-2.7,3034,-4.2,207.7
70.6,12.7,3.1,2960,5.6,259.1
67,15.1,2.3,2865,4.4,245.8
56.8,15.3,-3.2,2851,-7.8,203.4
63.6,14.7,1.2,2325,0.1,239.3
70.3,13.3,-3.1,2440,7.3,264.9
47.2,17.3,1,4864,-4.1,147.6
64.1,12,2.1,2500,8.4,228.7
59.8,6.5,-8,2920,-64.9,151.2
53.5,12.5,0.2,3193,-1.3,179.7
74.6,12,-1.2,1690,-9.6,285.4
74.3,11.9,-1.3,2420,-6.1,279.7
35.2,38.5,-17.2,7790,-16.5,83.6
57.4,19.6,4.4,2913,4.7,203.1
47.8,0.9,-10.2,2822,-17.6,78.3
43.9,32.8,9.6,6554,11.9,115.7
71,15.2,1.7,2530,-4.6,259.8
62.3,10.8,2.3,2590,-10.4,227
44.6,8.3,5.8,1690,30.7,128
65.3,7.2,-2.3,2010,-27.9,221.3
38.2,14.2,5.6,3330,14.8,116.4
46.2,18.2,2.5,5140,-3,140.1
69,13.7,5.2,6367,19.7,202.2
68.7,11.5,1.2,2960,-1,250.8
70.3,8.6,0.9,1970,3.9,261.9
29.5,33.9,-15.8,5610,-24.8,74.1
71.6,11.9,4.4,3060,5.1,260.9
65.6,13.2,-3.3,2650,-6.7,242.7
65.3,16.8,2.1,5495,-4.5,197.1
63.6,7.6,-0.7,2040,-22.4,215.5
55,12.9,-0.5,4285,14.9,179.2
46,19.3,-8.3,5180,-17,139.9
54.5,19.6,3.8,3430,1,181.2
45.4,16.4,7.3,2449,12.4,156.1
64.6,13.6,2.1,1920,3.4,245.9
33.9,14.5,11,3560,35.8,92.7
57,15.9,-3,4253,-8.8,182.8
61.2,15,-1.3,3340,-1.1,212.9
62.9,17.3,0.2,4230,14.6,204.4
62.9,14.4,-1.6,3370,9.2,222.4
17,14.9,-3,2280,-14.5,32
13.8,17.7,-10.2,2210,-21.5,23.1
53.5,18,0.5,3786,-0.8,180.4
35.8,8.3,17.8,2600,55.3,86.2
26.5,22.3,0.5,5110,6.6,66.2
16.1,6.3,5.2,1130,5.1,22.8
63,5.1,-7.1,2071,-34.8,191.4
64.5,12.9,0,2700,-11.2,238.3
20.5,20.4,4,2500,2.1,47.2
60.6,16.6,9.7,3960,7.2,203.9
11.9,29.6,-0.9,3570,2.4,18
55.1,15.6,3.3,4964,4.2,174.1
11.5,30.9,-3,3502,-0.5,17
58.8,20.9,0.4,5190,11.4,176.8
64.9,13.3,1.1,6000,8.3,195.8
38.7,14.9,-4.4,2440,-14.2,122.5
46.8,37.4,9.9,13200,10.6,99.2
44.6,26.6,-17.9,8670,-24.3,119.1
60.2,18.4,5,2970,3.4,213
57.3,15.1,-5,4090,12.7,189.4
61,12,-3.6,2930,3.7,219.1
54.3,7.2,-9.4,2630,-21.3,172.3
62.8,11.6,-0.2,4860,4.9,199.3
62.4,13.6,-1.8,3100,-16.2,223.4
70.4,17.3,-0.6,2647,-9.8,252.4
57.3,7,-1.7,2510,-33.5,180.1
44.6,17,-0.5,2400,-29.8,139.5
56.9,6.1,-3.5,1970,-10.1,182.9
47.8,4.7,-1.4,2240,-55.8,110.3
66.2,14.4,-1.1,2113,-1.2,252.8
44.4,5,-7.3,4130,26.5,111.6
57,0.9,2.6,1860,31,85.1
60.9,17.3,-5.5,4200,-7.3,197.1
57.3,16.3,1.6,2290,0.6,205.3
72.2,14,0.4,3910,11.4,243.2
43.5,26.8,-1.7,5820,-1.4,124.8
71.6,10.8,3.7,2720,10.5,263.9
61.3,17.6,4,7419,17.2,173.6
72.3,15.4,-2,2545,-8.9,270
51.2,21,-3.4,5759,-5.6,153.4
61.8,17,4.4,2560,7.4,229.1
60.1,20.1,3,5671,4.8,176.1
47.8,17.1,-7.4,5000,-16.1,148
67.5,6,1.5,1650,-7.7,233.5
53.7,12.2,5.6,2830,19,184.2
72.2,14,6.8,2300,-14.2,270.9
57.7,20.4,-5.6,5520,-4.2,170.1
60,15.9,5.3,3110,7.3,213.5
54.9,10.1,5.9,2770,8.7,191
69.4,10.2,2.1,2065,-9.5,259.1
66,12.7,-4.5,3797,6.1,225.3
14.5,4.8,6.7,3020,85.2,13.9
59.3,12.4,4.8,3030,12.4,209.8
54.5,1.8,-5.5,2050,-13.6,122.4
59.5,13.4,-1.2,3200,-17.3,209.6
29.9,21.9,3.1,4900,12.1,80
33.1,20,11.1,4012,8,95.5
73.5,6.1,0.8,1630,-39.8,223.7
74.7,15.6,-2,2140,-3.9,284
55.2,12.1,2.1,3680,-2.5,188.3
50.8,7.8,-3.2,3580,1,164.7
51.3,18,7.2,5079,14.3,159.9
67,12.5,5.7,2410,-16.1,250.3
62.3,0,-0.9,2301,-2.9,104.7
61.2,11.7,-6.8,3140,-4.7,214.8
47.1,5,-4.8,2310,-22.2,127.4
49.7,8.8,8.8,5885,16.7,145.3
62.2,14.9,3.3,2444,-11,223.6
54.4,15.2,-0.9,4250,-12.2,178.9
24.3,25.7,5.2,3370,6.2,62.1
62.4,11.9,-0.6,2760,-18.7,225.1
68,12.1,2.7,2510,-2.4,246.4
25.6,27.5,1,2880,8.2,68.9
65.1,7.6,-1,3500,18.6,214.2
69,1.6,2.3,1800,-78.2,108.6
45.4,15.8,0.3,7186,13.4,129.4
38.3,38.4,-3.1,7980,-4.7,90.3
67.1,12.8,4.5,3319,-14.5,231.1
20.5,51.2,-28.7,4220,-14.9,36.7
66.8,13.9,1.1,2730,-2.7,249
38.5,38.8,-0.3,7270,-3.7,91.5
60.1,4,-2.1,1680,-6,178.3
31,7.1,11.4,1880,41.2,69.5
48,6.1,-1.6,1240,-78.2,111
63.8,14.8,1,2159,-13.3,232.3
59.6,15.8,3.8,3281,5.2,210.1
66.6,13.7,4.7,2530,4.4,249
71.3,3.1,3.2,4226,10.9,227.7
61.4,8.9,1.6,1910,13.1,214.4
41.4,21,4.2,5445,-0.7,122.5
60.6,15.9,9.4,3790,-0.8,207.1
63.6,14.5,1,3200,-12.7,227.3
51.4,17.6,2,6148,-4.4,154.4
63.8,8.1,-6.6,1500,-80.2,160.8
53.2,16.1,-1.5,2750,0.5,182.4
54,13,-4.7,1594,-12.9,191.9
57.7,17.3,-1.1,6249,11.5,171.8
46.6,18.6,12.1,4710,22.5,144.4
55.9,14.9,-1.1,3110,-11.7,196.3
65.1,11.7,-0.1,3126,-10.9,233.9
14,30,-1.5,4030,0.1,23.4
66.3,10.9,2.6,3726,-2.3,223.5
66.6,10.9,-1.3,2080,-1.3,249.2
33,12.2,-13.5,3440,-30.6,87.3
62.4,16.8,-4,2640,-28.9,217.3
63.8,11.8,0.3,4220,-1.6,210.3
64,13.2,-0.8,2670,-20.1,233.9
60.2,10.2,0,2100,-19.7,211.6
70.8,15.5,0.2,2900,-0.4,254.9
33.1,23,-6.8,3351,-1.4,91.9
44.5,19.8,1.7,2840,0.9,149.6
69.4,13.9,3.1,2747,0.8,257.1
74.8,8.7,-3.9,2080,-16.7,279.2
40.1,13.4,-1.4,3120,14.6,124.9
42.5,32.5,2.8,7850,-3.7,108.7
66.4,11.6,0.7,2060,2.4,249.7
49.7,17.1,7.4,2980,19.3,169.9
50.5,18.1,8.6,4390,12.4,162.4
67.7,13.2,3.3,2554,-19,242.2
63.6,11.4,7.3,2550,-2.8,234.9
76.1,15.3,0.4,2970,-8.8,273.3
62.5,15.6,-7.4,4993,-13.2,196.9
58.1,4.5,-5.2,1650,-9.3,172.3
54,15.9,-0.6,3796,1.8,182.4
66.5,12.5,-1.9,2590,-25.5,242.3
11.7,7.4,13.6,920,34.7,13.7
64.4,5.7,2.6,3540,27.2,200.9
12.4,30.1,0.2,3310,-3,19.8
60.8,11.9,0.7,3337,-8.6,214.4
49,4.9,-1.3,2160,-28.9,131.4
33.2,18.5,1.2,8686,-10.5,88.9
55.5,12.8,-2.7,2479,-4.6,199.2
22.1,23.9,-6.3,2471,-3.6,54
77.3,11.4,0.3,2710,-3.7,288.6
68.1,10.1,-2.1,2660,-3.4,250.2
64.6,13.5,0.8,2506,-21.2,238.2
55.1,13,-0.4,2119,-3.6,189.5
45.4,8.1,-4.6,2626,-16.3,127.2
66.9,12.6,3.2,2450,2.7,252.5
51.3,16,-0.2,5990,5.3,150.1
63.8,10.1,-2.1,2480,-6.8,231.7
52.5,29.8,-1.4,6228,7.5,134.4
59.1,20.1,-0.1,3098,-18.1,201.9
42.1,14.4,1.8,2550,6.9,138.4
73.3,14.9,0.3,2850,-4.2,267.4
65.8,4.8,-3.3,1740,-14.4,214.3
58.9,19.5,2.6,5050,6.1,180.3
62.9,12.8,0,2741,-2,230.6
47.2,10.1,-8.2,6036,23.7,135.4
63,16.1,1.8,3450,0.6,214.6
64.8,13.5,-2.4,4149,-4,213.4
47,16.2,1.3,2840,4.8,162
55.2,13.6,7.1,6442,21.7,159.4
46.9,20.5,2.7,4460,-3.6,148.5
73.2,10.4,-2.5,2287,-2,273.4
66.2,14.3,2.3,2134,-22,239
57.8,15,1.4,4327,1.8,189.4
65.6,13,3.8,2875,-11.1,240.5
65.6,13.6,7.1,2987,6.3,238.3
76.1,12.1,0.7,2208,-5,287.3
60.9,5.1,-0.3,1670,-42.8,172
64.5,15.8,5.5,3310,-10.6,220.2
40.7,16.5,-3.5,4200,-3.7,125.6
68.9,7.1,2.9,1550,-36,224.1
66.4,13.2,1.7,2538,8.3,240
68.5,11.6,2.1,1950,-3.6,259.7
44.3,20.6,0,3115,2.7,148.7
59.2,15.1,7.1,3140,27.2,197.9
64.8,10.9,-3.1,2270,-47.2,209.3
43.9,22.1,4.6,7078,-1.4,124.9
58.3,0.3,-5.6,2540,-66.4,68.5
73.3,9.5,-4,1279,-22.7,271.5
33.1,48.8,-6.4,6670,6.8,65.6
62.6,12.4,-2.4,3150,-23.3,220.6
58.4,16.1,9.6,4040,11.9,195.5
59.9,18,-0.4,2499,13.6,221.4
28,22,-10.8,5840,-8.4,70.2
66.1,15.6,3.7,2304,-0.6,243.2
69.6,8.4,0.8,2132,-20,249.8
51.7,11.8,-0.6,3400,14,172.1
57.7,9.5,-0.8,2929,4.8,196.2
13,30,-2.2,3567,-1.9,21.1
62.8,16.2,2.3,4059,-0.3,209.3
60.7,5.9,-1.8,1960,-9.6,200.9
59,21.3,-2,4264,-15.6,184.8
68.6,5.6,1.5,1570,-39.2,212.8
59.7,11.3,-2,3154,14.9,208.4
59,20.1,-3,4240,-7.6,190.3
67.1,12.7,-0.4,3459,0.8,230.6
60,15.6,-1.8,3300,0.3,211.5
71.9,9.1,1.1,1850,7.4,270.9
64.1,10.9,4.7,1850,-47.7,213.9
61.1,18.3,5.7,3760,-8.4,207.1
60.3,5.2,-0.1,3229,3.1,197.9
59.6,6.8,-4.5,2150,-5.8,203.1
68.8,13.5,8.1,3150,2.8,239.9
66.6,7.3,4,1560,-21,230.2
56.2,18,4.4,4534,22.4,180
69.5,10.6,-1.9,3160,8,246.2
50.5,12.3,-2.2,4530,6,161.9
55.9,3.8,-5.2,2780,-78.4,114.5
49.9,4.1,3.6,2615,52.2,102
59.6,8.7,-6.4,4767,13.3,189.6
50.1,14.9,-1.8,3116,11.8,170.2
67.1,9.8,2.3,2040,-43.6,225.8
60,14.1,1.1,3100,-15.7,213.7
65.7,14,2.9,3040,2.6,239.7
64.1,12.7,1.5,2600,-27.6,230.4
58.1,12.6,-1.9,3780,15.2,197.2
56.4,11.3,-7,3580,-40.8,172.7
66.3,14.5,4.2,2861,-18.4,242
61.5,10.1,4.7,4070,26.7,193.8
48.6,13,6.4,3275,15.7,151.8
69.2,7.8,1.5,3430,-11.3,238.4
63.2,11.8,1.5,2580,5.8,230.3
50,1.9,0,1490,-29.7,94.1
59.2,13.8,-3.2,2880,7.8,214.2
46.3,25.7,-2.9,6350,-7.1,131.8
70.1,11.2,6.2,2059,7.8,265
60,17.3,9.6,4320,6.1,196.3
65.3,11.9,-7,2850,-21.1,233.5
63.3,9.4,-3.4,5465,-4.2,198.2
69.9,13.5,4.2,2810,0.3,259.2
69.8,10,-0.4,1860,-2.1,263.1
57.2,10.3,0.9,3310,2.5,199.1
64.9,13.6,1.2,3451,-3.1,220.9
60.1,14.7,-2.5,2660,-5,213
61.9,16.7,0.5,4480,5.2,197
62.9,16.9,1.5,2626,-6.2,234
59,16.4,10,3750,10,201.4
55.8,15.4,2.1,5500,-4.9,171.7
67,17,5.1,2420,11.4,252
58,21.5,0.5,4720,2.9,178.4
63.8,8,1.8,1400,-15.3,222.3
62,11.6,-3.8,3952,6.7,209.3
57.7,12,-2.4,3530,-4.4,202.7
49.1,18.7,-1.9,3190,-15,166.5
62.8,12.4,-1.6,3674,-1.3,216.6
54.9,10.8,3.2,3480,-3.4,187.5
55.7,14.5,-0.8,1910,-2.1,206.8
71.9,11.6,-7.1,4063,-8.3,241.8
11.5,31.2,-1.8,3610,-0.5,16.6
66,9.9,-0.9,1900,-14.2,243.2
46.2,24.8,0.3,5550,-7.3,136
63.9,11.3,2.7,2610,-23.6,229.6
64.8,15,2.4,3230,-8.5,232
62.8,15.1,2.4,3110,0.7,223.1
66.5,12.2,-6.1,2916,-16.9,240.1
64.3,12.3,0,3760,-1.6,218.6
52.4,21.5,0.4,7030,1.2,148.2
59.9,5,0.2,1270,-37,166.9
51.2,18.9,0,4180,-0.3,166.8
60.9,13,1.1,3240,-12.1,209.2
70.7,11.5,-2.2,3330,-17.5,248.3
48.7,6.2,0.8,2350,-26.7,139.2
63.8,3.4,-3.6,1800,-17.9,188.6
45.5,16.4,-3.5,2970,12.2,153.6
47.1,15.8,1.8,4220,14,150.5
55.7,3,-4.3,6950,-69.2,108.4
61.6,9.9,-3.8,3037,8.8,217.2
68.3,11.1,3.6,2857,-5.6,242.7
56.1,12.4,1.4,3580,5.3,187.3
66.4,10.6,0.5,2020,-11.2,248.2
68,10.1,-2.6,2570,-0.8,250.3
58.4,6.4,-2.6,2250,1.1,196
63.1,13.2,-2.9,3530,0,217.6
36.6,18.7,-4.8,3320,11.9,112.4
43,15.7,-2.2,4790,-13.8,129.2
57.2,12.5,-2.8,3813,-9.2,199.5
61.7,15.7,7.5,3110,14.9,217
66.2,8.8,2,5070,-2.2,206.5
61.3,14.8,3.6,3430,-8.3,215.5
56.3,19.1,2.5,6787,2.9,161.7
58.3,16.7,0.1,3870,16.5,196.6
50.7,8.2,-4.5,2650,-33.1,156.4
66.6,11.5,5.3,2643,-0.2,238.5
65,7.9,-0.3,4810,-24.7,199.3
54.4,16.9,4.8,3860,10.7,182.6
50,9.7,0.2,2360,-1.1,161.5
61.2,16.1,6.9,3640,9.6,211.3
69,11,3.1,3721,17.4,231
40.4,5.3,-6.3,2300,-54.7,90.3
65.2,17.1,3.9,3490,-12,226.6
62.9,14.4,2.4,2707,-11.2,232.4
65.6,5.1,-10.4,6514,-26.9,189.7
44.8,15.3,-1.2,2220,-3,152.2
61,8,-8.3,3070,-42.8,189.6
55.5,10.6,-2.8,2440,-24.3,188.9
23.1,12.2,-3.8,2190,-16.8,51.7
62.7,16.1,-0.3,3070,4.8,222.5
42.9,22,-3.8,4970,12.4,125.9
66.2,12.8,1.6,1990,-17.4,239.1
58.1,13.3,-1.9,3100,-25.2,201.9
70.5,15.4,1.5,2378,-0.4,266.8
67.5,10.5,-1.1,1870,-4.4,255
76.7,10.5,3.1,2230,-0.7,293.1
72.2,10.9,1.5,2551,2.8,269.8
55,11.5,2.2,3300,20.4,185
63.8,13.6,2.4,4330,12.2,209.4
59.1,18.5,0.4,4390,6.8,190.8
55.2,15.7,0.4,5860,1.6,165.8
63.3,11.5,1.1,2790,-12,230.5
56.5,16.7,4,4417,14.7,182.6
65.8,10,3.3,3683,6.2,221.4
64.2,12.6,-1.4,2369,-17,236.7
66.7,13,1.5,2580,0.7,250.4
48.1,14.6,-5.4,3080,4.8,163.8
47.1,34.5,0.2,9200,8.1,112.5
57.7,19.7,5.5,5430,3.7,175
58.2,15.8,-3.5,3502,-0.7,202.7
65.8,0.6,1.3,1020,-13,102.9
62.8,16.7,0.6,3150,-5.2,223.8
73.2,12.7,1.2,2940,-2.9,266.7
45.6,19.4,-0.3,7139,4.5,131.2
63.5,15.6,-0.6,2617,6.8,235
54.4,9,-5.9,3530,-35.4,170.4
59.4,16.9,3.9,3830,1.1,201.6
67.6,17,2.8,4350,-2.5,215.9
50,18,0.4,6620,1.6,146.2
56.3,10.8,5.6,3510,21.1,189.7
51.6,8.2,-6.7,2700,-47.4,147.5
62.6,11.9,-1.8,2510,-22.6,226.6
27,13.3,1.4,1990,9.5,69
44.1,15.7,1.7,4910,-7.1,135.1
64.5,15.9,3.7,3520,-2.1,225.5
41.5,32.1,0.3,7610,-1.7,107.4
35,27.8,-2.7,8182,-2.1,90.8
62.4,15.2,0,2380,-18.8,232.8
65.8,13.3,1.6,2690,-29,236.7
54.5,10.1,-6.2,2755,-16,185
50,9.1,-2,3351,-2.3,156.3
61.8,16.6,4.9,3820,-7.8,209.9
63.5,15.8,3.3,3490,2,222.6
65.2,11,5.2,1580,-2,246
70.8,17.2,-0.7,3500,-4.5,241.3
68.6,12.5,3.1,2430,4,258
49.5,12.7,0.3,4597,14.4,155.1
68.7,7.4,0.9,1830,-15.7,242.3
52.3,9.2,13.1,4270,2.1,168.9
51.7,30.7,3.2,5559,6.2,140.8
13.5,29,-1.7,3010,1,23.4
61.7,8.1,0,3305,22.2,200.4
45.1,14.5,10.4,3681,31.1,137.1
66.1,10.3,-0.7,2230,-21.6,240.7
57.2,12.1,-4.3,4333,3.5,188.1
60.7,13.4,4.1,3601,23.8,207.1
64.8,13.6,2.8,2638,3.2,232.9
56.9,17.3,4.4,3000,10.2,203.7
60.9,19.2,3.5,3720,-9.1,205.8
52.6,7.6,1.3,2015,-4.7,171
73.4,16.1,0.4,2860,7.7,268.7
43.8,21.7,2.7,5200,17.3,131.5
74,12.4,7.9,2504,13.9,269.3
65.6,15.1,1.6,3580,-6.6,228.7
58.7,12.9,0,4264,0.2,192.4
55.7,10.4,3.3,3130,-7,193.4
