BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,CarryDistanceM
72.9,9.9,0.1,3099,7.5,245.7
63.1,11.5,-1.4,3670,16.6,199.9
56.3,8.5,-2.3,3821,-2.6,166.3
69.1,10.8,5.6,2440,-11.6,226.8
68.2,9.2,3.5,1900,-23.3,204.4
54.6,18.5,-4.8,5340,2.7,160.9
63.8,9.1,0.9,1660,-4.8,187.3
60.8,10.9,-7.7,3180,-10.4,190.7
56.7,15.4,0.6,2260,-8.3,183.1
54.5,15.5,9.8,2932,30.8,164.2
58.7,19,2.3,4170,1.9,183.3
73,12,-0.5,2090,-11.2,247.6
57.7,12.2,-4.1,3400,-9.1,181.1
66.9,15.2,4.5,2310,-12.2,232.3
69.1,7.7,2.4,1670,-23.6,195.5
67.4,7.3,2.7,4326,12.5,207.8
59,16.6,6.5,3160,-1.4,194.6
60.7,10.9,1.3,2150,15.2,185.6
49.6,15.5,0.9,3330,-7.5,149.7
62.7,14,3.8,2900,-2.5,210.1
72,15.3,0,2387,-4.4,248.6
66.4,11.7,2.7,3050,7.5,221.3
39.6,12.2,-9.4,2690,1.6,91.2
59,12.5,0.1,3840,-2.8,186
66.6,11.5,2,2380,0.9,223.5
61.3,13.1,3,2590,9,201.9
69,9.9,2.4,2050,-10.5,223.9
62.7,13.5,1.4,3550,11.2,200.2
11.6,34.6,-4.1,3030,-5.7,12.7
64.5,14.5,3.8,2017,-9.2,219.7
48.6,10.4,-9,5713,19.9,123.3
50,12.9,-3.1,3415,-1.5,138.8
56.8,18.4,1.6,3390,3.8,183.8
60.1,11.1,-4.8,3040,-0.6,190
76.2,12.6,2.5,2170,-13.5,268
51.6,9.5,-2.6,2695,4.8,132.1
64.3,11.5,-0.2,3150,2.3,210.6
62.8,10.8,1,4168,6.2,196.9
51.3,20.5,8.4,5260,22.5,147.5
53.2,7.2,-2.3,2790,-22.5,131.3
66.7,15.3,2.2,3920,4.6,215.4
53.7,11.5,-2.9,1962,-9,151.7
58.8,11.9,8.2,1790,17.3,175.7
59.8,16.2,3.5,2431,-18.2,198.8
64.4,15.7,1,2173,-8.1,222.8
65.4,15.3,3.2,2902,11,222
30.2,26.3,0.5,4390,4.6,70.8
73,13.8,0.9,2170,-8.5,255
61.1,12.5,7.8,3130,0.1,199.2
69.5,8.7,-0.1,1470,-25.5,200.4
72.4,18,1.8,3680,5.4,225.9
57.6,9.2,-2.6,3061,-4.4,173.3
72.6,13.5,-2.2,2883,12.9,246
61.5,12.1,7.8,2930,-2,201
69.8,10.9,-1,2310,-12.7,229.5
61.6,13,-2.1,3660,1.1,198.3
62.7,10.6,2.5,4003,11.5,196.5
58.3,8.3,3.6,2570,-5.9,168.4
66.7,13.5,0.2,2800,2.6,227.8
62.8,12.4,-1.6,2962,-13.1,205.5
73.6,14,-1.2,2840,-10.1,253.4
43.2,2.7,1.2,1720,43.2,27.3
72.6,17.4,0.4,3490,-3.4,238.2
56.5,7,-7,3752,8.4,155.2
69,14.4,7.1,3620,1.1,228.6
65.1,10,-1,1990,-10.2,204.2
71.8,13.3,3.2,2200,7.1,251.9
73.2,12,-0.7,3350,-3.2,242.4
56.6,13.9,-2.8,3895,-12.4,175.3
33.1,13.6,-2.5,3770,7.8,66.8
61.4,14.8,7.4,3030,7.5,204
67.6,14.6,0.4,3970,0.4,218.1
57,10.4,-5,4646,0.1,170.4
49.2,13.4,10.1,3620,23.4,138.1
64.8,8.2,2.4,2520,15.6,197.2
56.3,4.2,-1.5,1570,-9.9,95.4
57,21.1,-2.5,5380,-3.9,166.3
49.7,16.1,-4,2780,3.2,152.5
67.7,12.6,0.6,2267,-6.3,230.9
82.6,9.6,0.7,3540,-4.7,275.7
52.4,10.1,-10.6,2310,-40.8,122.4
51.3,22.9,1.8,5240,3.8,148.5
60.8,10.8,-3.1,2480,-30.1,177.4
62.9,8.5,-10.4,2770,-23.2,186
71.4,11.5,-0.9,2517,5.1,242.9
66.5,12,1.5,2900,-14.9,220.8
62.6,7.8,-5.4,2980,-9.5,190.6
28.4,14.9,1.4,1574,-1.6,39.4
59.5,14.4,-3.4,5320,-4.2,176.5
60.3,8.3,3,2410,-2.2,176.8
57.6,2.8,4.1,1270,-9,72.1
55,12.7,-6.1,3660,1.6,167.3
61.6,13.8,-4.2,2350,-9.8,204.3
57,13.2,-3.1,3418,-12.7,178.6
61.9,10.2,5.3,3284,-4.1,197.6
67.1,10.7,-4.2,2059,-4.2,219.5
61.2,14.3,0.1,2930,1.3,203.5
61.8,13.9,-3.5,5290,-3.3,184.1
57.2,13.1,-1.5,2110,-0.7,180
53.8,22.6,1.6,4810,11.3,158.9
53.2,6.6,-0.5,2690,-18.8,128.3
74.6,14.5,1.1,3120,-11.5,250.4
72.3,11.2,-1,1910,-4,247.2
52.1,19.7,0,6920,-0.9,145
62.3,20.1,0,4770,10.9,186.1
52.7,8.1,-3.3,2530,-4.1,136.9
48.6,14.9,0.8,2780,0.2,144.1
61.2,16.5,0.4,2743,-2.5,207.5
55.2,7.9,-0.1,2682,0.8,151.9
59.3,16.6,7,3088,14.2,194.7
58.5,18.6,1.8,3870,17.2,184.7
50.8,18.1,2.4,3760,-3.6,156
62.2,10.4,-3.1,4160,5,191.4
65.8,12.9,5.3,2320,2.7,223.2
65.4,7.1,1.8,1720,-11.9,179.4
67.3,9.1,1.7,2200,-11.4,212.6
64.5,13.1,6.3,2580,-5.2,217.6
34.4,15.8,-8.5,3270,-22.9,75.2
12.5,6.3,20.8,880,62.5,3.6
37.9,18,3,1986,-8.3,95.6
42.5,22.7,2,5270,-3.3,117.3
31.3,21,12.9,13470,0.6,33.7
54.2,7.2,4.5,4618,4.3,150.8
75.3,14.8,5.6,2770,-4.6,264.5
48,12.6,-2,2210,-16.3,128.2
58.2,14.3,4.1,4210,1.4,180.9
56.4,22.9,-2.5,4440,-3.6,168.7
74,17.8,0.2,3600,-6.3,240
50.7,14.7,-7.6,2850,1.4,154.4
31,26.5,-4.7,7035,5.3,72.3
44.8,7,3.6,1151,-8.3,69.7
67.3,11.8,4,1500,-30.3,206
72.1,8,1.3,2375,3.8,235.6
51.9,16.1,2.7,4340,-0.7,155.2
47.2,34.1,7,7518,5.7,118.1
64.4,6.6,-2.2,1820,-28,159.1
46.2,18.9,4.1,3160,0.5,137.3
58,15,-0.9,2440,-1.1,190.9
43.6,25.9,3,6130,-2.4,118.8
48.7,22.1,-4.8,5760,-17.5,137.1
54.2,12,-1.6,1100,-26.5,139.4
49.5,19.9,3.3,3580,-1.7,152
55.6,10.4,-2.3,3650,-6.8,167.4
65.5,11.3,-0.6,1710,-4.6,210.1
59.3,0.5,-3.4,1530,-46.1,14
25.6,16.2,1.8,1700,-9,40.5
51.7,12.9,2.9,3150,0.9,155.3
61.8,19,6.1,5180,22.4,181.1
66.4,15.5,0.7,4159,-0.7,211.3
65.2,12.2,-0.1,2680,-18.5,209.9
70.9,13.7,5,2560,19.3,242.9
71.9,12,0.9,1850,-28,234.7
50.7,17.7,-0.3,3580,7.9,155.7
72.5,14.5,4,2260,-16.4,251.7
51.5,12.1,-2.1,3740,-13.6,149.7
59.1,16.5,9.8,4080,6.4,185.9
65.2,12.9,2.6,2076,-16.6,215.3
43.3,27.9,-3.7,4650,-9.1,121
73.4,4.4,-0.2,3165,-15.6,226.1
43.4,18.4,2,7391,9.2,115
54,16.6,1.7,5887,20,154.3
72.3,12.5,1.2,2616,-2.2,251.8
74.3,10.7,-1.3,2602,5.8,253.1
68.1,9.4,4.8,2944,3.3,224.8
64.8,13.3,2.7,2880,-11.5,217
61.3,3.1,-2,1650,-64.2,55.1
14,3.2,-4,1340,-59.1,2.2
65.4,12.7,0,2600,-15.6,217.9
65.9,8.4,1.4,1920,-18.7,192.8
61.8,14.6,1.4,4313,4.9,193.9
61.4,7.5,-4.7,1550,-21.1,152.5
51.9,20.3,0.2,6934,1.9,144.3
72.4,17.9,0.4,3650,-4.8,226.7
56.3,7.6,-6.6,3170,-21.2,152.8
67.2,14.3,1.1,2880,1.9,230.7
28.9,38.9,-19.4,6770,0.2,63.9
65.1,12.8,1,2510,-20,210.2
71.4,11.4,-2.9,1966,-4.8,241.8
53.5,21.5,-1.9,4651,-6.9,157.9
64.3,5.9,0.6,1570,-6.6,159.9
42.5,12,-2.7,2700,15.4,102.4
23.1,25.8,16.8,5910,34.4,41
42.7,10.5,-0.7,4300,14.7,98.5
59.7,17.6,-2.3,3370,6,195.7
51.6,13.7,5.9,4450,15.1,150.3
48.6,12,-4.8,3438,-13.4,130.2
56.5,16.2,7.2,6379,15,161.6
56.9,6.9,-7.4,2070,-24.7,132.3
66.1,10.8,-0.3,2080,-24.2,205.9
67.3,14.1,3.9,2700,-6.4,231.5
57.9,19.6,0.2,8074,15.4,158.6
62.6,14.7,-1.1,3750,2.1,199.4
65.5,14.1,-1.9,4420,-2.9,202.1
60.6,15.9,-0.3,4710,1.8,185.9
64.1,14,0.4,3030,-14.4,213.2
36.3,30.9,2,8960,0.6,88.9
53.3,0.3,-6.6,1966,-77.5,3.6
73.9,15.9,-2.7,2373,-13.3,259.3
36.5,17.5,-6,3199,-25.6,87.1
26.6,20.8,1.9,4910,2.6,51.7
44.4,4.2,-3.1,1610,15.9,49.1
74.1,19.1,1.4,2494,-8.1,261.9
26.7,20.9,-0.8,1762,1.3,51.6
54.7,14,7,4280,18.7,163.2
42.2,19.1,0.4,4020,-6.9,117.4
45.6,19.6,2.3,3560,-7.6,134.8
62.1,15.9,-6,3310,11,201.3
64.1,9.8,4.7,1890,-22.7,189
51.4,19.5,-0.1,3330,14.1,160.6
67.2,12,1.8,4155,-1.8,214.5
58.8,16.3,-1,4150,3.6,184
48.1,20.9,13.3,3485,4.3,147
62.3,13.1,-2,3678,5.2,197.9
53.8,16.9,-3.2,3477,4.7,169.9
56.2,17.1,-2.3,4395,-3.1,171.3
52.5,18.1,1.4,6400,5.7,144.7
65.1,11.4,0.9,2410,-28.6,202.5
61.5,18.8,-0.6,2989,12.8,204.8
65.4,8,-2.1,3729,1.1,206.9
50.7,9.2,-4.3,6326,23.5,125.2
46,21.1,2.2,4860,-1.9,132.2
74.1,16.3,-1.5,2740,-11.5,257.3
33.1,0.5,-6.8,1580,-76.1,2.3
38.2,10.3,-21.3,8344,1.5,29.6
75.1,11,0.2,2680,-4.3,256.9
63.1,5.6,-2.6,1420,-21.1,137.8
55.2,17.8,-2.7,6070,4.1,158.1
65.2,13.9,1.4,2172,0.5,223
46.2,19.7,8.3,6107,10.1,128.3
65.1,15.7,7.7,3100,15.7,218.1
57.9,11.7,-6,2816,-6.1,181.8
70.6,15.9,0.3,3250,-6.7,237
61.6,13,1.6,5943,15.4,179.5
61.7,17.4,2.8,2370,-23,207.1
73.5,9.5,-1.8,1890,5.6,244.7
64.1,9.4,-1.5,1780,-9.2,192.4
31.2,31,25.6,6680,15,73.2
68,11.5,3.9,2500,-2.6,230.4
14.1,28.4,-5.3,3220,-3.4,17.1
46.8,5.8,-5.2,2110,-26.7,74.9
66.4,12.4,-1.3,2370,-26.4,214
58.8,14.7,-3,3310,3.4,188
51.3,2.9,2,770,-22.2,44.4
64.8,10.2,-6.2,2947,-49.2,168.8
65.3,6.5,-0.8,1590,-23.5,161.8
60.7,8,2.6,3320,-19,177.7
51.6,12.9,4.2,1210,5,138.9
47.4,19.1,3.2,6840,-7.6,129.2
62.6,14.5,-0.6,4400,-3.3,192.6
66.8,13.4,1.1,2517,-23,221.6
44.9,19.8,2.3,7365,18.4,119.9
69.1,10.2,3.6,2240,-14.9,226.1
49.9,13.3,3.5,2849,17.2,143.1
55,0.6,-1.9,1440,-10.9,21
48.7,9.4,0.5,6176,41.4,107.9
44,24.9,0.2,5799,-6.1,120.3
9.5,52.3,-6.6,2734,2.6,8.6
63.6,12.7,-0.1,2417,-7.3,211.5
68.8,13,4.2,2512,-0.6,237.4
58.5,11.5,-3.9,2080,-9.1,178.6
61.9,14.2,1.8,3602,7.7,197.8
65.4,13.5,2.5,2780,-21.2,216
64.2,13.2,-1.4,4341,-28.1,194.7
54.7,6.8,8,2200,0.2,134.7
56.1,13,-3.5,3290,-27.8,164.3
71.6,10.7,-0.3,2360,-3.9,244.5
42.2,23.1,-1.3,5670,8.1,112.5
68.1,14.7,0.6,2370,-10.1,236.9
30,19.6,3,3570,-11.1,64
58.9,12,-1,3090,5.4,187.7
72.3,12.2,0.3,2780,4.9,249.6
73.1,15.2,-3,2471,-14.8,255.6
70.6,10.5,-1.9,2970,-6.5,235.1
64.6,16.2,1.5,5409,0.2,192.3
66.5,4.5,-10.3,2830,-19.9,182.9
53.4,19.1,3.3,2233,7.8,175.4
64.8,9.5,-2.3,2220,-48.6,162.5
68.9,6.8,-3.1,4234,7.4,214.8
69.7,14.5,2.1,4129,-12.5,222
64.5,12,2,3200,-0.5,213.6
63.3,14.2,-0.1,2500,-4.3,214.6
64.3,5,-4.2,1910,-12.3,156.7
51.6,18.7,3.6,3990,-2.7,158.3
45,11.7,-7,2790,4.5,116.9
72.5,15.7,-0.5,2330,-7.9,254.9
48.2,6.6,3.1,2113,-11,94
65.9,11.4,-0.1,2440,-1.8,220.1
58.7,19.6,6.6,4080,2.1,183.7
68.7,16,-0.7,2490,-3.2,242
59.5,17.4,5.5,4020,9.8,187.8
55.3,15.6,-2.2,3510,2.1,174.8
65.2,12.3,-1.6,2540,-17.6,215.1
64.4,16.4,2.7,2658,8.5,219.9
55.4,16,-3,3730,-23.3,169.9
61,4.1,-0.8,2762,-5.5,141.4
61.3,16.3,-1.8,6380,2.6,174.9
64.8,11.6,7.6,1870,-25.5,200.6
46.3,18.5,-5.4,2770,-11.5,138.5
44.4,17,10.9,3250,10.7,126.9
59.2,20.6,8.6,4860,8.8,177.4
71.8,12.8,0.6,2950,-1.8,243.2
64.5,18.3,-1.7,4050,-1.9,204.8
64.5,12.1,0,2754,-20.5,209.5
63.8,5.2,-3.3,2660,13.1,175.8
73.1,11.5,-1.5,3440,-4.2,240.4
69.5,6.4,4.1,1300,-20,181.6
62,12.4,1.2,2548,-5.7,202.2
72,11.6,5.2,2260,-20.9,239.1
41.6,12,6.6,1090,62.7,70.2
74.8,6,2.9,1320,-1.9,214.7
65.1,14.9,-0.2,2748,-0.6,222.9
11.9,52.3,-8.5,4320,0.2,13
55.4,17.6,-0.7,3463,3.8,176.9
71.4,13,7.8,2062,9.5,248.5
56.3,5.8,0.7,2050,-19,122.3
61.5,9.5,-0.6,2720,11.7,190.3
74.5,11,0.6,2470,3.9,258.6
66.8,7.2,3.5,1840,-2.6,193.2
43,21.5,0.8,4800,-6,120.5
34.8,21.9,0.8,3860,6,87.7
64.3,9.8,-2.2,1900,-16.7,194.6
65.1,15.3,-4.8,3910,-2,209.9
57.4,7.2,7.3,1873,-6.4,142.2
50.5,11,8.2,2640,25.6,132.9
30.9,18.6,-1.1,3850,-3.4,66.8
75.7,14.3,2.9,3657,13.9,244.2
63.6,12.7,8.3,1587,0.2,204.5
37.1,22.7,3.2,8213,13.1,92.8
57.1,18.8,4.3,4260,16.8,175.3
12.1,31.7,-1.4,3012,-1.8,13.4
70.9,9.5,-1.3,2530,5.8,237.4
9.1,32.1,-5.5,3696,-2,7.7
63.3,18,-7.3,2953,-11.8,211.3
59.1,5.2,1,1750,-29.7,114
65.3,13.9,-1.7,3750,0,209.3
45.7,15.6,-8.7,4550,-14.3,126.8
25.1,14.3,-26.1,8400,-47.1,33.2
66.3,11.7,-4.3,2430,-13.8,219.9
50.8,13.9,5.9,2320,6.2,150.6
58.4,13.7,-1.1,5262,-1.9,174.6
62.2,14,-0.8,3280,-1.2,205.2
58.8,11.6,-0.7,2420,-0.7,184.7
60.5,8.4,3.1,2890,1,184.2
40.8,23.4,2.7,5410,-1.6,110.6
71.7,13.8,0.7,2396,-5.2,252.2
44.7,6.8,-1.7,2300,0.2,83.7
71.5,12.1,-1.2,2450,-13.3,244
50.9,7.8,1.8,1430,11.9,104.3
54,20,6.1,3680,3.3,170.1
66.9,3,-0.2,1720,-34.8,110
73.8,15,-1,2390,-4.2,255.5
59.7,11.6,-0.6,2690,-36.8,170.2
48.7,2.4,-2.2,2370,-54.7,33.8
69.6,12.2,-0.1,2267,-12.6,237
70.3,14.1,-1.9,3590,5.8,232.7
61,8,-9.7,1930,-19.4,163.1
67.6,12.3,3,2659,-18.4,225.6
45.3,24.3,-0.6,7231,-4.4,120.8
67.2,13.8,1.4,2380,-4.4,232.2
54.8,18.2,11.6,4830,17.5,163.2
51,9.2,-0.4,2396,61.2,86.7
68.1,8.8,1.4,3072,-14.1,219.5
64.1,13.7,-1.2,3080,-17.7,211.5
61,12.7,-5.3,3590,-16,193.7
67.1,12.8,0.2,2520,-7.3,229
53.3,6.3,-3.8,3030,-1.9,136.3
61.8,8.3,2.1,1890,-8.2,174
72.1,16.1,3.4,2930,1.1,241.4
60.2,6.4,-2,2000,-17.4,148.3
55.8,17.2,9.6,7461,25,153.7
71.3,14.9,0.5,3050,-5.2,242.9
21.1,7.9,-13.2,1530,-46.8,13.4
33.3,26.7,0.9,4370,-2.4,83.6
64.5,14.2,0.9,2920,-12.6,211
66.5,15.8,-4.4,5205,-5,199.7
67.5,8.3,2.6,2127,-27.2,195.8
56.8,7.3,0.1,2630,-2,155.4
64.4,11,-6.9,3250,-2.4,210.8
64.8,14.7,1,4407,4,199.7
39.9,23.3,-0.1,6698,9.4,104.7
45.9,6.2,3.6,2550,35.9,75.5
54.9,18.7,1.1,7110,3.4,153.1
41.4,22.6,3,9104,17,103
76,13.5,0.7,2172,-12.4,266.3
65,16.9,3,3700,1.9,212.5
54.8,16.4,-3.7,3210,5.1,175.7
75.1,13.5,-1.3,2013,-2.8,265
51.9,11.7,1.3,3580,-2.3,152.9
64.1,15,3.9,3090,5.9,215.9
26.5,19.1,-2.8,3520,-0.6,49.5
72.9,10.2,-3.1,2850,-10.2,243.5
63.7,13.3,2.4,3550,2.4,205.3
58.4,14.9,-1.1,5480,1.2,170.8
71.4,8,0.5,2630,-10.4,231.7
55.6,16.1,-3.3,6010,0.7,159.9
68.9,5.4,3.6,1280,-25.7,161.1
62.6,5.4,-3.6,1970,-52.4,106.9
19.1,18.5,-0.8,3190,-12.7,24.5
63.7,13.1,1.4,2660,-32.5,198.2
58,5.8,-0.6,2840,-32.1,136.4
50.1,14.1,2.2,3529,9.9,148.6
68.6,13.7,1.8,3680,21.3,221.5
48.9,12.4,5.9,3251,21.3,133.8
50.2,15.2,2.5,3470,-3.5,151.8
66.3,8.9,1,2070,-1.6,207.2
62.9,11.6,3.1,2710,-10.7,201.2
25.7,26.6,4.4,3330,13.4,53.3
52.5,18.3,-1.7,6600,-0.4,144
34.8,27.8,4.9,5780,4.6,87.5
63.5,13.8,3.9,6268,30.4,178.3
74.2,15,-3.4,2087,-2.2,263.6
61.3,9.4,8.5,2650,4.2,190.4
59.5,13.3,4.1,3862,2.2,183.2
64.6,10.3,-4.1,1550,-31,182.7
45.2,15.5,-9.1,2915,-15.3,126.8
19.5,41.5,-2,3383,2.8,34.1
33.3,17.5,-14.7,7420,-34.2,68.3
30.4,12,10.7,3050,36.6,46.7
42.3,17.6,1.3,4170,4.6,116
56.7,0.5,-6.6,1800,-33.4,16.7
53.4,7.9,-4.3,2490,-28.2,126.2
42.3,22.4,0.9,7359,11.5,112.3
67.7,11.4,6.8,2170,-24.8,217.3
73.5,12.2,1.1,3040,-3,250.4
25.8,16.8,-3.8,3280,-10.8,43.5
57.5,17.6,-0.6,4470,7.5,176.5
67.7,2.5,-0.2,1590,-46.9,84.5
53.1,19.9,2.7,4150,14.6,162
64.6,9.7,-0.8,3026,2.9,203.8
59.2,9.7,-4.6,1790,-32.8,153.3
40.2,24.3,1,4870,1.3,109.5
55.1,14.5,1.9,3250,20.1,170.4
63.8,12.9,3.8,2780,-10.9,212.2
34.1,22.5,1.8,4750,1.5,84.2
59.6,18.8,-6.1,2865,4.2,199.7
62.4,11.6,0.9,2410,-13.1,200.4
67,13.3,3.3,3140,-7.6,218.7
60.2,16.5,2.8,3960,9.3,188.2
57,2,-3.1,1510,-16.6,57.3
58.7,12.9,2.6,1930,-8.3,184
13.9,24.1,20.2,3220,27.8,14.9
60.9,14.8,3.8,5013,14.4,183.8
62.5,12.5,6.5,3651,6.2,201.3
50.7,19.1,-0.1,7382,-2.4,139.7
25.6,7.9,6.2,1250,22.2,21.7
55.2,13,5,1685,2.5,163.9
58.4,15.9,3.3,3440,-3.5,188.9
51.7,1.4,-1.3,1950,3.6,40
62.5,14.3,-1.1,5000,3.5,187
48.3,10.2,-2.5,4024,10.3,122.2
58.7,17.2,4.3,3469,5,190.5
50.5,15.8,8.9,4052,7.9,151.1
72,13.3,-0.5,2530,4.3,248.7
69.2,13.2,0.1,2690,9.4,237.6
69.1,18.1,0.7,3240,-6.9,224.1
28.6,18.2,3.6,3390,9.1,56.3
64.2,12.4,2.9,2680,-14.4,212.1
67.4,8.3,1.7,1650,-20.8,193.5
62.5,6.8,-9.1,2250,-19.8,168.2
63,10.7,1.5,3921,15.1,197
61.4,10.9,0.1,3501,-24.4,188.1
30.7,41.9,-28.8,7200,-24,67.5
48.8,15.9,-8,4658,-11.5,140.6
52,9.5,-9.5,3196,12.4,138.7
69.3,14.7,0.9,3030,-1.4,237.4
62.2,13.5,4.5,3170,-6.1,205.2
49.2,19.4,-2.7,5030,-4.3,143
67.4,16.6,1.3,3190,1.8,228.1
52.8,15.6,5.6,3255,23.2,160.2
67.6,5.3,1.4,2510,3.9,198.1
61.2,8.2,-1.5,2040,8.8,173.6
59.5,14.4,2.2,3630,23,186.2
53.5,5.6,-2.2,2411,4,108.9
43,24.2,3.3,5470,0,118.6
62,8.2,-4.1,2370,-11.1,182.5
59.8,10,-0.5,2940,-1.2,187
65.7,13.6,5.5,2660,-12.3,222.8
70.1,16.2,0.7,3280,-4.7,234.7
66.9,14.8,5.2,3650,10.1,219
66.2,5.2,1.1,1290,-19.5,150.1
53.3,21.4,8.8,4890,6,157.8
52.9,9.7,-0.3,1380,-16.5,126.2
59.1,8.8,6.7,5705,25.5,157.3
60.2,19.5,4.4,5600,21.1,175
58.4,9.5,2.3,2660,-9.6,174.7
73,16.4,1.8,2940,-11,250.2
66.4,13.5,5.6,4645,8.1,206.2
44.7,17.1,1.8,3700,11.6,126.9
65.3,14.1,-1,2980,-12.3,219.3
72.4,14,9.3,2350,-3.7,252.8
53.6,19.2,2.8,4324,14.5,162.4
64.2,12.1,3.6,2731,-2.5,214
75.6,17.2,-0.1,2651,-20.2,259.8
76,11.9,-3.7,2520,-6.2,263
71,9.6,0.1,1350,-14.6,221.2
56,15.2,1.7,5740,3.7,162.6
65.2,12.7,-0.2,3800,-0.5,208.1
78.4,12,2,2610,11.6,274.7
65.2,12.6,1.8,2890,-21.6,213.1
53.5,18,0.7,3200,10.1,166.6
65.9,9.2,-1.1,1660,3.4,199.9
66,7.5,-1.1,1670,-30.9,169.4
67,13.1,-2.7,2390,-9.4,228.6
32,21.9,11.7,6876,15.7,72.9
69,5.2,1.3,1390,-21.7,166
72.1,14.3,-0.5,3200,1.2,237
59.4,17.2,-0.4,2770,12.5,195.8
57.7,15,-4,4950,-1,174.4
47.6,21,3,7790,-6.6,127.9
65.2,8.7,2.6,2140,-8.7,200.1
61.1,17.1,5.5,2550,-3.6,209.1
71.8,15.8,-0.4,3188,-7.5,242.2
72.9,11.3,3,3440,5.6,243.4
50.7,21.7,1.5,7280,4.4,137.8
67.4,10.7,2.3,2340,-19.1,218.1
58.7,11.3,2.8,2644,6.6,184.2
41.2,24.4,7.1,4960,8.4,112.8
55.9,11.4,2.8,2020,-12.2,162.5
54.1,17.3,8.2,3030,13.7,172.7
67,8.7,4.7,1620,-15.1,196.6
52.2,20.5,-2.8,2979,-1.1,168.2
56,0.5,-4.9,1110,10.2,17.3
58.7,14.3,7.4,2570,14.4,190.3
64.7,11.5,-2.6,2440,-6.5,213.4
11.8,28.8,-0.7,3697,0.8,12.1
65.5,12.5,3.3,3573,0.2,214.6
50.6,19.5,-0.3,6952,-2.1,139.4
57.7,16.7,-3.4,4300,3,179.2
56.7,14.9,-2.8,3910,9.5,177.2
35.7,18.5,-6.1,3860,3.7,87.9
69.2,17,-3.7,4155,-12.2,218.8
28.9,20.9,7.8,3641,11.9,60.8
66.1,14.3,3.7,3491,5,218.7
70.9,14.3,-3.2,2498,0.7,247.9
61.9,0.7,-6.1,1250,-38.3,22.3
65.5,15.8,4.5,3200,-9.6,219.6
63.2,9.9,-6.6,2500,-7.8,200
71.2,10.5,-1.1,1790,-10.2,235.4
53.7,15.2,-1.9,4410,-3.6,162
69.6,5.2,-0.3,1990,-21.9,183.6
63.7,11.7,0.2,2886,-0.3,210.8
39.6,21.8,0.6,4670,6.2,106.6
19.5,38.3,-2,4358,2.3,34.1
30.2,11.7,-6.2,8232,-30.2,47.3
51,7.9,3.3,600,-73.8,69.2
60.6,14.5,-2.8,5750,0.3,177.3
65.4,13.3,0.2,3600,5.9,212.6
58.5,15.2,0.4,3950,4.8,184.3
28.6,17.5,-15.7,5720,-52,47.5
64.7,17,5,3480,2.8,213.6
39.7,0.8,-0.9,1440,-80.8,5.3
29.2,23.6,0.4,6150,14.2,63.1
60.1,8.8,6.6,6228,18.8,169.3
63.3,15.2,2.5,3420,-8.3,208.5
72.5,12,1.2,2937,8.3,248.2
64.9,12.8,-2,2638,-6.3,218.6
54.3,16.7,0.2,4250,-8.7,165.7
25.7,25.1,0.9,3060,-0.2,52.8
77.3,17,0.5,2610,-12,269.1
72.2,15.2,-0.8,3300,-7.7,241.7
67.4,12,2.2,3836,-6.7,218.7
69.1,10.8,0.6,3110,-3.7,230.2
15.6,16.5,-0.6,3207,8.8,14.6
65.1,12.6,2.4,2770,-11.7,216.9
54.4,9.9,3.2,2903,-7.4,158.5
55.4,17.8,5.6,4570,24.9,164.7
65.8,13.1,-5.4,2370,-7.6,223.4
76.3,11.2,-3.1,3540,-7.1,249.7
48,7.3,9.4,2358,33.4,49.8
15.9,14.6,-3,2100,-12.3,13.8
39.4,16.8,-7.7,3620,2.4,102.7
53.5,16.3,-0.3,5970,-0.3,152.1
67.1,17.1,0.9,2910,5.5,230.4
54.7,10.9,-0.2,1531,10.6,146.6
65.7,11.1,-0.8,2140,-15.2,212.1
52.6,18.4,-0.2,7020,0.2,143.1
75.7,9,2.3,3350,2.3,251.7
58,17.1,0.2,6680,-0.3,164
67.8,5.8,-0.8,1720,-6.3,184.5
66,14.2,1.5,3030,-7.3,223.1
52.8,12,3.5,3940,0.3,157.3
60.5,16.5,2.8,3780,5.1,194.3
32.9,26,9.7,4840,15.5,79.1
66.4,12.4,-2.5,2260,-12.9,222.5
34.4,19.1,10.9,4240,12.1,81.9
13.6,31,-2.4,3170,-1.8,16.6
59.5,9.8,-6.5,4680,6.9,174.2
60.5,13.2,1.2,5340,10.6,177.4
61.2,17.7,-0.7,3920,16.8,192.2
25.4,5.8,23.4,3000,51.1,15.7
40.7,7.2,15.9,2230,50.6,52.9
63.9,8.6,-0.6,1810,-27,174.2
57.3,12,5.1,4130,27.9,167.2
65.1,12.4,5,2480,-4.8,218.6
38.7,24.3,-7,5210,-4.4,103
72.1,9.2,2.7,2709,8.3,241.5
66.6,14.2,-1.4,3890,-0.9,215.7
45,31.8,-4.3,8720,-1.7,114.3
48.7,9.8,1,1588,-6,111.9
56.8,8.9,-1.1,1526,-29.5,125.7
47.2,10.7,-4.1,7200,22.8,113.7
57.3,8.2,-1,2950,-19.1,160.9
51.7,7.7,6.1,3030,1.6,136.8
59.4,15.8,-2.6,3934,-1.5,187.1
70.9,15.5,7.7,2920,-8.3,240.8
64,14,2.2,2338,-11.8,215.8
