BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,MaxHeightDistanceM
66.5,7.2,-0.2,1820,-40.3,93.6
67,13.9,3.1,2103,-0.5,147.4
70.5,8.4,3.6,2510,-12.2,148.9
45.9,17.7,4.6,2680,-9.2,81.5
58.8,20.1,0.2,3853,-12.1,124.5
64.9,0.3,-0.4,1440,-39.6,7
65.7,15.9,3.4,3350,-12.2,147
65.1,17.9,-1.7,4546,-1.7,140
51.4,16.1,10.7,4273,18.9,92.8
47.4,6.6,-2.4,2317,0.9,54.2
54.7,22.6,-1.3,6140,-3,105.8
63.2,12.8,0.9,2690,-18.9,132
67.4,6.5,4,1620,-10.2,110.9
58.6,16.1,-2,3351,-1,125.2
61,2.8,-1,1610,-47,35.5
67.3,13.5,2.8,2363,3,150.2
62.2,12.6,-2.1,3280,-18.7,130.4
52.2,24.9,4.5,6140,-0.3,98.9
12.5,30,-2.1,3700,0.1,7.4
73.7,10.9,0.9,2360,-1.2,168.1
56.5,13.1,-5.8,5172,9.9,102.1
39.5,16.2,-2.2,3663,-11.9,59.7
64.3,16.2,4.3,2660,2.2,144.7
58.2,9.4,-8.1,4933,12.2,109.4
38.3,23.4,-2.2,5190,9.9,61.6
63.3,13.6,2.8,3060,-5.9,138.9
61.9,15.1,3.9,5073,11.5,128
65.5,8.9,0.3,4196,27.9,126
60.8,16.7,-4.4,4680,-5.4,126.4
45.9,23,-8.7,5972,-15.2,81.7
63.7,13.1,-3.7,2216,-7.2,133.9
71,17.8,-0.1,3510,-6.1,162.4
15.5,28.5,-0.4,3810,-2.9,11.1
48.8,12.3,5.8,3360,20.8,82.3
58.2,3.1,-1.8,3609,-34.6,74.4
65.4,12,-1.7,2550,-22.9,134.8
65.9,12.4,2.5,2440,0.1,143.6
48.5,19.8,4.9,3200,-11.7,93
74.2,10.5,-1.5,2370,2,169.1
59,13.4,-6.1,2740,-3.4,122.2
75,14.4,-0.4,2917,-13.5,174.4
46.7,15.6,7.5,4479,20,81.4
54.4,16.3,-1.1,5850,2.2,104.7
56.1,16.4,-4.3,3780,7.3,115.8
60.4,19.7,1.3,3651,-9.6,130.5
54.4,11.1,-1.4,4000,1.5,105.8
66.3,13.9,0.8,2880,-10.6,148.2
67,15.5,-1,2820,-0.2,153.4
38.5,29.1,3.3,4032,-4.4,65.4
59.6,9.5,-3.1,3885,-22.9,115.7
66.9,6.2,1,1660,-29.9,96.2
41,17,0.2,3730,11.8,65.6
75.2,12.1,0.2,2770,-12.3,174.1
72.2,11.3,0.7,2620,-7.9,164.7
58.6,15.5,1,4120,17.5,120.4
66.2,11.4,2.6,2170,-13.2,136.6
67.5,16.4,6.9,4832,13.4,144.1
52.9,15,-2.6,5230,-4.8,101.2
68.4,12.9,8,2800,1.1,153.3
71.6,13.3,-1.3,2670,-1.1,165.3
28,13.4,-8.1,8228,-50.3,20.9
65.2,9,0.3,1690,-35.1,102.5
57.2,13.5,0,3903,14,108.7
61,13.7,-2.4,5410,-2.1,124.1
55.9,1.2,-6.8,1270,-19.1,17.3
39.4,20,0.3,2903,-17.9,62.2
68.5,14.5,2.3,4738,4.4,148.9
62.2,7.5,1.7,2580,-16.7,114.3
64.4,11.8,3,3595,-5.9,140.9
46.2,18.8,-5.3,6655,-21.5,79
53.2,13.3,10.7,4516,4.5,103.1
62.5,12.4,-1.1,1889,13.7,122.4
46,13.4,-2.5,4008,5.5,72.8
54.4,17.6,1.5,6790,5.2,102.7
61.7,16.7,4,3500,-11.1,134.4
71.3,10.8,0.2,3140,10.9,162
61.6,13.8,-1.4,2790,13.1,130.1
55.5,9.3,4.7,3070,-5.7,103.1
68.7,13.5,-0.2,3207,0.2,157.4
40.1,15.9,9.4,4790,11.7,61.7
57.1,11.1,2.2,4150,-9.3,113.4
70.5,11.7,-2.1,2759,-9.8,159.7
56.9,11.8,4.4,3890,8,114.6
64,15,3.8,3110,4.2,142.9
52.4,9.3,-1.7,2260,-72.6,45.2
41.8,8.2,-12.2,2180,-8,42.7
67.4,10.3,-7.3,3093,-33.3,132.5
64.6,10.7,-1.1,2260,-27.4,121.6
62.2,8.8,-0.3,3300,-6.5,128
50.5,16.6,-9.1,1539,-21.2,85.8
63,10.9,-2.1,2310,-6.9,126.9
73,15.5,-2.7,1763,-6.3,167.6
61.3,9.4,-7.1,2903,-3.4,120.6
67,7.9,-6.4,2270,-3.1,132.4
57.4,20.5,-1.1,4010,6.3,119.7
65.6,15.7,3.6,3380,-10.5,146.8
45.6,6,-1.9,2260,-10,44.3
46.2,11.6,4.1,1390,-19.7,57.6
66.2,6.6,-4.1,2150,-48.4,85
59.3,13.3,-6.3,3569,-3.8,125
53.4,18.1,-1.1,2230,-13.3,105.3
59.8,2.9,-4.4,1970,-57,30.5
51.7,11.7,-3.5,3766,5.7,96.3
61.2,16.2,3.1,4620,20.8,125.5
60.4,6.8,-8.8,1740,-10.6,91.2
40.2,16.9,-1.6,3440,4.4,63.5
47.3,20.3,2.5,7010,-0.1,83.8
73.4,10,0.2,2530,-9.6,164.8
57.1,12.5,-1.9,3872,-8.6,109.3
28.1,19.3,-5.9,2530,9.3,30.5
51.8,23.2,-0.3,8270,1.7,92.5
56.6,19.6,0.8,2847,-5.7,121.2
48.7,28.3,-1.4,8380,-1.3,86.9
47.6,20.7,0.3,5980,3,86.4
43.8,17.1,3.5,4144,22.4,70
60.7,16.1,7.4,1662,5.9,124.6
54.4,9.8,-0.5,3660,-22.3,97.6
10.5,37.2,-2.7,2710,-6.1,5.9
32.5,26.4,2.6,3491,4.1,47.7
68.2,11.5,5.4,2930,-0.1,153.6
54.4,14.2,-3.8,3130,-0.6,108.8
37.5,15.1,-1.2,3550,11.3,51.9
76.7,12.8,3.8,3100,2.5,182.6
10.3,35.1,-1.7,2712,-1.7,5.4
59,5.9,-0.9,2180,-3.3,88.6
48.6,12.5,-0.9,2460,-11.3,80
53.8,9.2,5.1,2990,-1.9,95.8
65.9,17.1,15.6,4253,21.5,140.3
57.1,3.5,1.8,1270,0.3,45.9
61.9,16.4,-0.1,3420,10.4,134.6
65.1,13.4,3.8,3270,-3.6,145.2
61.5,17.2,-2.7,2670,1.8,135
60.8,11.2,4.2,6913,15.3,117.4
59.4,9.3,5.8,4499,20.1,116
52.8,9.6,-1.3,3114,13.6,92.2
73.3,10.3,1.5,2620,-2.4,167.6
48.3,5.8,4.2,1670,11.3,43.3
39.1,16.3,-5.8,3180,-5.9,58.7
64.1,6.9,-2.2,1680,-17.1,99.1
13.9,27.1,-2.6,3344,-3.3,8.5
44.1,6.9,0,2690,-27.8,45.4
56.1,18.8,2.4,4050,-1.3,116.3
61.1,10,-2.5,1890,-37.3,94.2
56.7,1.9,1.1,1360,-8.4,31.1
55.3,13.5,8.3,4720,20.7,105.9
54.5,15.4,-0.1,5660,2.2,105.4
62.4,12.3,3.2,4450,1.2,130.9
57.8,8.6,3.6,2710,-7.6,106.6
72,12.3,1.3,2805,9.2,165.8
74,16.3,-1.8,3490,-12.6,170.2
74.7,11.9,4.4,2902,-1,176.3
45.8,15.8,5.4,4090,20.2,78.2
62.4,11.4,5.3,2860,3.3,131.8
16.6,24.6,1.6,3392,9.5,11.7
52.7,12.2,-0.3,5931,21,90.6
52.7,8.3,2.8,3050,-3,91.1
52.9,22.5,10.2,5340,2.1,102.9
43.8,3,6.8,1290,11.1,17.6
61.5,15.4,0.6,3243,-2.2,134.5
59.1,12,-4.2,3160,-7.1,121.8
72,9.1,6.8,2210,9.7,153.7
54.4,0.2,-6.3,2350,-68.7,1.9
65.6,11.8,0.9,2400,-14.6,137.1
59.6,21.5,6.5,6048,8.6,118.1
53,13.4,4.7,3400,8.7,102.5
64.5,16,-2.7,3740,-1.8,143
56.6,9.7,2.1,3260,8.7,108.6
67,13.3,1.8,2690,-3.9,150.6
57.1,13.7,0.1,3200,-16,115
58.6,15.9,-1.6,4248,-0.5,121.1
61.2,14,3.2,2070,3.5,125.8
63.7,10,1.7,6218,19.7,125.2
58.7,4.4,-1.1,1728,-53.6,41.2
69,5.8,0.2,1470,-11.8,108.9
66.4,13.7,1.6,2520,-10.3,147
31.1,31.7,4.2,4770,3.9,45
55.3,6.8,-6.5,2060,-16.8,74.3
56.3,3.1,-7.8,2310,-19.2,55.3
78.9,9.2,1.3,3332,-11.4,185
61.1,16.4,-3.3,4859,6.9,123.9
60.1,12.8,-12.8,2722,-45.2,100.6
56.8,18.6,0.6,2710,-1.8,120.6
51.5,24.7,0.2,6770,-9.7,95.6
62.2,17.5,-0.3,3530,-7.8,136.7
73.5,11,-0.8,3000,-11.1,167.8
64.8,11.4,-0.8,2160,-13.3,131.2
51.9,11.2,0.4,2893,-0.6,86
69.9,8.8,-1.1,3300,-30.5,141.6
65.8,16.7,4.7,4160,11.1,143.6
33.9,13.7,-1.3,3050,0.6,39.2
41.6,20.6,-6.6,5093,6.4,67.3
32.3,4.5,-13.6,2160,-71.6,9.3
43.9,7.5,1.3,1820,-0.9,42.9
63.8,4.5,1.2,1370,-8.2,77.2
64.2,7.8,3.6,4291,19,131.1
53.8,21.2,6.7,4660,8.1,107.1
61.2,8,2.2,2030,-10.5,103.5
61,16.9,3.7,2930,-2.6,134.2
61,11.2,-4.3,2520,-30.8,110.9
66.2,12.4,0.7,3861,17.7,143.1
69.2,9.4,-2.6,5046,6,148.7
60.7,9.2,-6.8,2980,-27.3,111.1
74.3,9.2,4.8,2935,-12.9,168.7
61.3,10,0.5,2630,-7.1,122
57.9,11.2,-0.3,2940,12.4,113.9
60.1,13,-3.5,4970,-5.1,122.8
59.5,5.7,-2.4,2010,-7.9,85
26.1,30.9,2.5,7736,3.5,31.9
64.3,9,-1.2,2300,9.1,125
56.7,19.9,1,4100,-1.7,116.8
62.2,14.3,7.9,3210,8.9,135.4
63,11.4,5.4,4750,-36.8,117.2
55.6,13.9,-2.3,2650,-0.7,110.3
77.5,13.5,7.3,2800,-1.8,186.7
60.1,12.7,4.5,2400,-13,120.2
42.1,23.1,2.8,4550,-9.2,73.4
62.8,14.3,-0.8,3060,24.2,130.4
48.1,23.6,-4.4,6790,-6.4,87.4
58.8,16.7,4.1,3540,-3.3,125.9
52.6,29.5,8.8,10880,10.7,92.3
63.7,14.9,2.1,3250,-9.7,138.3
61.1,7,-0.2,3496,3,112
37.1,24,2.3,5220,6.2,58.6
67,10,0.8,1930,-14,131.2
64.3,14.7,1.5,2940,-8.2,143
48.1,14.1,2.5,6178,16.8,82.9
50.8,22,1,6061,1.6,94.7
64.3,15.9,-2.6,2182,0,141.2
69.7,6.8,1.2,1870,-11.9,127.4
63.9,13.4,3.1,1909,3.9,132.2
55.5,9,-2.1,2830,-30.8,87.6
55.2,18.1,5.2,4800,19.4,108.4
16.9,23.7,24.5,3230,41.8,11.3
53.8,7.2,-8.8,2320,-41.4,60.8
48.9,23.4,-1.1,6130,8.4,90.2
64.9,15.7,2.7,3680,-11.7,143.2
26,19.4,2.8,2920,0.5,26.2
66.9,9.2,0.4,2170,-17,130.5
49.6,22.2,3.1,7420,2.4,88.4
70.9,5.8,2.1,1460,-34.2,99.3
70.8,15.2,0,3530,-5.4,161.9
61,5.7,-2.2,2140,-35.5,75.9
67.4,11.3,-1.2,3380,2.2,151
19.7,32.1,-1.2,3684,-6.3,19
59.8,9.3,1.4,3599,5.3,116.1
66.8,15.4,4.5,3110,-1.9,152.6
53.5,20.1,6.5,4720,8.5,106
54.4,3.9,1.7,2110,3,56.7
72.2,12.7,-1.4,3100,-9.8,166.2
60.9,17.2,6.6,4570,2.5,128.4
50.5,19.9,-7.6,4584,-26.6,93.3
43.2,25.9,4.2,6090,-0.3,75.6
67.9,7.7,0.2,2270,1.3,135.7
70.5,9.9,4,2070,-18.1,144.3
67.3,12.4,5,3550,10.1,150
65.9,12.4,-1.8,2620,-23.3,137.6
48.9,19.1,-3.7,3310,-27.3,89.4
63.4,13,3.7,2660,-11.6,134.4
66.5,11.2,-2.6,2090,-17.1,134.4
60.3,9,-0.6,3319,2,113
64.7,0,-9.1,3060,-54.3,0.9
35,24.9,-2.6,4180,-4.1,53.7
57,12.7,-5.2,5289,10.7,105.7
61.2,14.3,1.1,2586,-2.8,130.8
61,8.6,-0.3,2510,-10.1,114.1
65.9,1.1,1,1480,-34.4,31.1
17.2,17.7,4.5,2760,7.5,9.9
65.3,14.7,2.9,3220,-11,145.5
47.7,13.7,6.5,6571,20.1,80.3
60.5,11,-6.5,3150,-1.4,125.6
44.6,17.8,0.8,3400,7.6,78.7
70.6,12.3,-2.4,3060,4,161.1
54.1,6.3,13.9,3505,16.9,89.8
62.8,23.4,6,5930,2.5,121.6
70.7,10.2,2.9,3270,1.6,160.4
65.5,11.1,0.7,2190,-16.5,132.2
56.6,13.3,-10,5433,-20.5,108.5
52,17,-8.5,5270,-5.8,99.8
58.4,13,-2.4,3080,-22,115.5
55.7,19,7.5,2502,4.9,117
77,12.8,2.6,3180,3.5,183.1
44.1,21.6,5.7,4430,5.3,79
60.5,13.7,9.1,3850,5.4,129
37.7,5.9,-4.9,2100,-10.8,25.8
66.6,14.3,3.8,4014,3.9,147.5
66.3,11,-0.4,2081,-12.2,134.9
54.9,27.8,-5.6,8360,-17.2,100
59,19.6,1.7,4084,-11.9,124
15.5,17.1,0.6,1613,-11.5,7.6
55.6,28.6,-10.8,8580,-10.3,100.7
30,26.8,1.2,6791,9.4,39.9
61.9,8.1,3.4,4462,-2.5,127.5
44,18.6,-4.9,3945,-6,77.5
53.3,10.4,2.4,2920,20.3,91.5
11.4,27.7,-1.3,3290,2.8,5.9
62.1,14.5,0.5,3310,-4.2,135.8
60.8,17.9,-2.8,5120,-1.5,125.8
66,7.5,-1.8,2651,-29,118.7
63.6,0.4,-3.6,1240,-23.7,2.1
36.6,8.3,11.6,1890,47.2,24.6
61.9,16.3,3.4,3294,-8.6,135.8
20,13.8,-4.1,3880,-15.4,11.4
62.1,12,-5,3656,-1.3,133.5
54.5,17.3,1.9,3720,12.1,110.4
62.2,11.6,-0.9,4230,0.4,130.9
74.3,12.8,-0.4,2871,3.7,173.4
60.3,6.9,-3.2,1680,-30.3,78.2
50.3,18.7,2.5,4060,-4.8,98
59.6,13.9,-1,4030,4.2,125.5
64.6,13.9,1.7,3020,-9.9,143
57.3,7.4,-3.9,2730,-44.8,73
61.5,8,1.8,1640,-7.7,98.1
75.4,17.8,-0.3,2910,-10.7,177.3
65.9,11.2,3.6,2080,-50.9,102.4
62.2,17.6,7.3,4170,-2.3,134.2
64.8,14.1,-3.2,2967,-17.9,141
64,7.5,-1.9,2230,9.7,116.1
62.7,10.8,-0.7,3467,12.3,131.6
65.9,14.4,6.2,5401,5,138.2
67.6,14.7,2.1,2980,-18.9,150.6
57.6,13.2,-5.4,3840,-4,118.8
45.5,34.5,-13.5,11130,-8.1,76.8
65.1,15,3.9,3368,5.2,145.8
74.7,11.9,-0.8,2671,-4.7,173.6
63.5,11.9,0.9,3986,18.6,133.6
54.3,12.4,0,2720,-2,103.3
43.3,22,0.5,3860,5,77.8
65.9,12.1,1.2,2310,-19.1,114.7
73,20.8,2.7,4320,-2.3,159.9
55.1,9.6,5.4,2680,-9.7,97.3
47,20.9,3.5,7500,-10,82.2
60.1,15.9,-6.6,4370,9.9,126
64.9,12.3,4.5,3010,11.8,141.4
55.1,12.2,-2.4,3640,-20.4,104.4
67.3,13.6,2.4,2790,-1.4,152.7
72.6,19.1,3,3879,-2.2,163.5
68.8,15.2,3.3,3270,-0.3,158.3
67.1,17.4,-3.3,3060,-9.7,153.7
59.5,17.6,0.8,5120,15,120.4
65.1,14.6,0.3,2810,-6.4,145.8
43.8,23.2,2.1,5410,-8.5,77.3
59.8,5,-1.5,1940,-16,80.2
59.8,3.7,-2.5,1620,-20.6,60.5
66.1,6.6,-0.2,1800,-22.7,104.3
65.1,13.7,-0.9,2420,-17,123.7
55.1,5.4,-6.1,2670,-23.8,73
45,16,1.4,5060,-7.5,77.3
61.7,12.4,-1.7,2760,5.4,130.2
65.8,12.8,3.1,2250,1,142.2
24.2,19.4,-16.8,6520,-53.8,19.4
58.6,19.1,6.3,4760,1.7,120.9
67.3,17.5,1.1,4040,-0.7,149.4
59,17.6,2.7,4505,28.3,116.7
65.2,11.5,0.8,2985,-17.9,138.6
53.8,14.6,3.5,3594,13.2,100.1
64.7,9.2,0.4,1810,-7.7,119.3
66.4,13.9,-0.9,2830,-4.8,149.5
61.5,13.5,4.4,2230,11.8,125.8
46.1,17.9,0.2,5878,7.8,81.1
33.7,24.6,-3.4,7648,30,48.1
56.2,19.3,1.6,4180,11.9,115.3
55,13.8,-1.9,3110,-27.5,102.3
53.8,1.1,-6.2,2280,-10,26.1
54.5,13.1,2.3,3610,13.6,106.5
50.8,8.7,-6.5,2660,-41.7,61.9
47.2,7,2.3,1440,81.1,26.5
64,6.1,1.2,2090,8,107
38.6,19.7,-5.7,3800,-14.3,60.4
69.8,10,-2.6,2330,-3,151.1
66.1,15.2,3.4,3430,-0.6,149
67.5,16.5,0.5,2900,2.7,155.9
60.7,14.7,-3.3,2780,-1.5,130.8
36.2,43.3,-11.3,6280,-8.7,56.5
65.7,8.5,-1.3,1890,-36.2,103.3
64.6,12.3,-5.9,3756,-1.7,141.8
28,12.3,1.6,1780,1.6,21.1
48.1,8.8,4.9,3287,-6.5,75
72.8,11.1,-0.5,2313,-0.1,164.6
67.7,12.7,-3.7,3510,-4.8,150.5
50.5,14.2,-4.4,2740,-17.7,90.4
71.3,7,2.3,1640,-24.8,123
59.6,8.9,-3.4,1907,-27.7,91.3
56.7,10.5,0.4,2403,-0.8,103.8
66.5,10.2,-0.7,4155,-18.7,141.4
55.8,8,-6.8,3330,-33.5,87.5
71.3,9.8,-1.3,2880,11.8,159.4
59.8,11.8,-5.5,4500,-4,122.4
59.9,15,1.6,3590,10.5,126
69.5,14.9,0.2,2980,2.1,161.3
71.1,7.6,0.8,2390,22,140.7
57.6,14.7,-2.2,3706,9.9,119.6
23.9,30.4,-23,5430,-19.4,26.8
33.5,3.5,-3,1610,-61.7,8.3
62.3,11.9,2,2840,-6,131.2
29.5,1.3,3.8,1800,-29.7,2.9
54.1,11.5,2.9,3840,2.3,105.1
28.4,25.4,7,3860,12.5,35.7
50.1,20.2,10.4,5990,32.6,87.4
66.1,7.9,3.4,1470,-4,112.5
68.3,15,0.8,2540,-2,154.4
58.3,7.9,-4.2,2450,-7.4,100.7
56.9,15.7,-1.5,4000,9.6,117.4
64.2,9.9,-2.5,2350,-13.9,127.2
69.6,15.2,3.3,2670,7.1,161.5
61.4,16.9,-1.8,3450,3.1,133.9
78.7,10.7,4.4,2647,-9.7,186
55.4,16.8,5.4,3930,8.2,113.4
68.8,10.5,3.3,2220,-14.5,143.5
63.7,14.1,-1,4340,4.9,135.4
62,8.4,-4.5,2040,-15.2,107.1
57.7,10.8,3,7781,25.3,103.5
48.6,13,5.8,2943,12.2,88.4
48.2,33.5,3.1,5741,5.9,86.8
66.2,7,1,4031,4.7,141.8
54.2,14.3,8.6,5784,20.8,100.3
62.4,12.3,-0.9,3954,0.2,134.2
66.1,12.1,3,2510,-12.5,142.1
65.1,13.4,-4.9,3651,6.1,143.1
36.6,7.3,-11.1,2400,-49.7,23.2
65.3,11.6,1.2,1500,-18,122.9
54.6,8.3,6.7,2390,33.8,74.6
55.6,7.7,0.2,2770,23.1,87.7
40.2,11.9,-2.9,2920,-10.5,53.4
74,10.5,1.7,2393,-19.7,162.3
64.7,13.1,5.9,2880,-0.1,143.2
51.2,15.6,2.1,4489,23.3,90.7
50.2,9.2,3.6,2855,15.6,78.8
76.4,12.4,4.5,2620,-4.6,181.4
67.4,12.2,1.8,2321,-5.5,147.2
35,13.4,24.5,4220,36,38
65.4,12,0.2,2886,-12.3,140.5
30.5,29.4,11.3,2855,20,42.8
69.4,12.8,1.1,2470,-3.3,157.2
60.2,10.4,-5.6,2670,2.6,119.9
51.8,3.4,-2,1740,-20.9,35
62.9,7.8,-1.6,2560,-25.6,110.7
45,17.5,-2,3484,2.7,80
50.4,9.7,-9,4342,22.8,82.3
63.7,20.2,-0.1,5200,-4.6,131.3
70.6,11.2,-2.2,3604,5.8,160.6
65.1,9.9,4.4,2439,-10.7,132.8
55.5,14,4.6,3638,9.5,111.8
53.5,11.4,-5,4190,3.9,102.8
62.6,5.3,-5,1040,5.2,76.7
68.5,10.7,0.6,2642,-10,149.7
61.6,13.5,-1.6,2640,-4.2,131.2
72,6.5,-6,3927,-28.1,148.7
52.3,20.4,0.2,7220,-0.5,97.1
67,10.3,1.5,1910,-10.9,133
59.8,15,-3.1,5840,-1.3,119.3
71.3,17.6,0.8,3840,-6.5,160.7
51.4,28.7,-4.5,8330,6,92.9
59.8,17.8,2.4,2449,-11.3,129
55.3,11,2.4,3270,3.2,107.4
41.9,22.6,2.8,8588,-2.5,69.6
21.4,25.2,1.1,2450,1.2,20
61,6.2,-7.4,4438,9.3,116.8
63.9,16.2,1.7,3520,-7.5,141.7
50.8,15.4,-3,2070,8.9,90.6
60.9,10,-0.5,2536,-3.3,120.1
48.2,11.6,1.4,867,-25.1,51.9
54.3,15,3.5,3490,21.1,105.7
66.9,11.1,6,2430,-3.2,143.4
72.4,7.6,2.7,2871,11.8,159
62.8,4,-6.6,2816,-13.5,104.9
66.3,7.6,-2.8,3080,-38.6,114.3
50.2,8.6,-3.2,1500,-2.1,61.2
61.7,12.5,0.6,2660,-17.6,126.1
50.9,4.7,-1.9,740,-21,33.3
66.6,11.5,-0.2,2992,3,148
55.3,6.4,-2.9,2700,-39.7,66.3
21.9,22.4,1.6,2557,1.5,19.7
38.6,9.1,-8,2880,-74.9,24
51.2,19,-1.1,3330,-0.4,102.2
67.1,8.3,3.4,1640,-13.4,120.9
61.6,15.1,-2,3410,4.9,131.9
50.7,24.9,0.3,8350,4.4,89.6
75.3,8.1,-2.3,1480,3.6,150.3
46.6,15.9,-3.2,3160,11.2,82.5
28.9,19.5,1.9,3238,7.4,33.1
60.1,12.1,1.2,4708,10,123.4
61.9,6.1,-6.2,1080,-15.8,75.9
54.8,11.9,-3.9,3110,-3.7,106.4
75.5,10.7,0.9,2730,0.8,175.5
63.3,13.3,-2,2670,-10.1,136.1
53.5,14.8,-2.6,3340,7.3,106.3
64.3,14.8,3.3,3220,2.6,143.5
75.2,6.8,1.4,2020,12.9,152.5
74.9,15.9,0.6,2023,-7.2,176.2
11.9,29.7,-2.4,3400,-2,6.6
76.6,15.3,-0.9,2820,-12.8,180.3
37.2,19.4,4,6093,7,55.8
51.8,4,2.1,1890,-29.1,38.6
61.1,12.1,9.8,2630,8.1,126.2
64.8,11.6,5.9,2460,-0.5,137.9
70.8,11.5,-1,2980,-0.8,161.1
66.9,11.4,2.3,2240,-10.2,141.3
28.3,14,6,8129,40.9,23.3
65.9,16.4,8.4,3420,3.9,148.9
58.6,17,8.9,3830,6.8,124.1
58.3,19.1,-2,4620,16.4,119
64.9,13.3,3.4,2380,-2.6,141
22,25.5,-15.8,5500,-41.3,20
72,12.1,-3.4,1980,-3.9,159.3
55.1,17.4,-1.9,6330,-1.8,105.8
70.2,10.8,5.5,2290,-10.5,151.4
64.9,13.1,-1.6,4770,-0.2,136.7
57.3,7.3,6.7,6331,22.9,102.9
76.7,14,3.8,2413,12.2,181.7
72,16.2,0.3,2546,-4.2,169.4
59.1,19.9,-2.4,3528,-16.6,125.9
59.6,16.8,0.6,3830,3.8,126.1
65.2,10.6,2.5,2500,-7.6,136.6
58.5,16,-0.4,3070,-4.3,124.8
47.8,23,0.8,5250,1.8,89.1
65.5,4.7,-2.9,1580,-28.4,78.8
63.1,12.6,4.3,2480,-5.8,133.5
69.7,13,3.5,3736,5.9,158.1
55.2,19.5,0.3,4150,11.4,112.5
30.8,4.4,2.5,2091,19.3,11.2
43.9,29.8,0.9,8110,6.8,75.6
23.7,31.5,-16,4820,-28.5,26.2
63.6,12.5,3.4,2920,-2.5,138.6
72.8,13.3,-0.1,2574,-1.6,169
51.5,14.3,0.5,4514,13.1,97.1
53.4,5.7,11.9,2460,11.4,70.8
59.6,10.6,-1.7,2850,-14.5,117.3
58.4,15.1,9.5,2750,31.1,112.4
67.3,5.6,5,1260,-19.7,92.3
69.7,16.8,5.2,3470,-5.4,157.8
60.7,10.8,-5.9,3160,-3.6,126.4
63.9,12.9,0.8,3030,9.5,139.5
61.1,10.5,0.6,3350,0.8,128.1
59.4,18,0.6,4310,18.9,121.7
57,11.8,-0.1,3430,-6.5,115.2
26,26.2,-9.1,5740,-11.9,30.2
66,14,2,2990,-9.4,147.9
64.1,17.9,6.9,4940,17.7,132.1
33.9,49.4,-16.7,7460,-10.7,49
66.1,14.1,1.6,2930,-16.6,145.7
42.9,24.8,-0.5,5630,-8.5,74.7
39.6,23.4,5.2,6930,7,64.4
23.4,17.3,21.8,4850,28.6,18.6
55.8,13.5,-1.9,2682,2.1,108.5
12.1,33.6,-1.4,3820,1.2,7.4
38.8,30.5,0.2,9240,-4.3,62.2
57.6,17,0,3550,13.7,120.5
68.1,11.1,4.5,3279,7.1,152.6
67.2,14.3,1.7,2941,-15.4,150.4
72.7,11.5,1.9,2050,1.5,162.1
74,14.5,-0.9,3410,6.1,172.9
55.8,15.3,2.2,6220,6.2,107.2
67.1,9.7,-4.8,4297,2.5,146.5
61.2,15.8,3.9,5474,12,123.4
58.4,18.2,4.6,3840,-4,123.9
74.8,9.1,0.9,2730,7.4,170.2
65.8,13.7,1,1858,0.1,140
13.4,28.2,-1.9,3030,-1.3,8.2
28.7,32.1,10.4,1969,12.8,39.7
51,18.4,-2.3,3250,-25.6,96.2
48.8,13.7,3.6,3290,-6.6,88
57,18.3,-2.9,3750,6.4,119.8
72.7,13,0.9,2930,-4.2,170.2
21.7,19.3,14.6,6340,32.2,16.8
59,17.4,1.2,3570,4.4,124.9
61,6.9,-1.6,1760,-26.8,84.1
47.4,17.1,3.2,3500,26.2,82.4
64.4,7,2.4,1690,-16,102.1
75.1,13.4,1.8,3130,2.8,177.8
63.7,16.5,2.2,3720,1.1,140.8
62.9,14.6,1.2,3350,-10.9,137.3
56.2,15.3,4.7,2654,1.7,114.6
26.4,32.6,2.3,3920,0.3,33.8
67,9,-0.9,2210,-0.1,135.1
38.7,17.6,6.2,6487,15.2,56.8
47,15.1,-4.5,6082,12.6,81.4
63.6,4.8,-4.8,1970,-28.1,84.7
63.9,5.2,-2.2,1390,-28.8,74.5
65.8,8.9,-0.6,2991,-8.9,129.6
58.2,8.1,-8.8,2030,-12.3,92.4
54.8,20.7,2.4,5540,23.7,104.5
67.9,15.7,6.5,2431,3.2,155.8
66.5,9.6,4.3,1240,-29.4,108.7
61.7,11.4,4.6,2850,-1,129
74.8,14.6,-1.1,2460,-8,175.7
66.2,10.5,0,1860,-16.4,127.9
64.6,4.7,-3.8,3249,-2.8,126.4
58.8,9.8,-1.2,3158,1.4,110.5
57.5,17,-0.1,3191,5,122.3
65.9,11.5,3.8,3009,-4.9,145.3
59.4,15.3,2.6,2835,0.4,127.2
54.3,15.3,1.1,5790,7.6,103.4
50.2,21.1,-5.2,4070,-1.7,98.7
74.7,12.1,-0.9,4080,3.7,167.6
61.2,13.6,-2.2,5160,3.2,126.2
58.1,7.7,2,6258,26.2,103.8
49,14.4,-2.7,3800,3,84.2
32.3,48.9,-12,3327,-12.3,48.7
60.4,12,3.1,2890,-3.2,126
61.9,13.5,-1.6,4146,-2.9,131.5
51,15.4,-1.5,1620,11.1,86.9
66,9.9,-2.1,2490,-30.8,124.1
66.6,11,-0.2,1400,-6.3,127.3
64,12.7,1.2,3760,-5.3,139.7
67.9,11.8,-0.9,2230,-8.9,146.1
63.3,12.6,5.5,2399,16.6,130.5
58.8,7.4,0.2,2470,-19.2,96.3
